name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Los Angeles, California",2023-03-24,65.9,53.6,59.2,65.9,53.6,59.2,34.5,40.4,0,0,0,,0,0,32.2,16.9,299,1022.6,2.1,9.9,268.9,23,7,10,2023-03-24T06:51:16,2023-03-24T19:07:45,0.1,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-25,63.9,48.8,57.1,63.9,48.8,57.1,32.2,39.9,0,0,0,,0,0,21.9,9.9,290.7,1019.1,14.7,9.9,168.3,14.5,9,10,2023-03-25T06:49:54,2023-03-25T19:08:31,0.13,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-26,66.1,51.7,58.9,66.1,51.7,58.9,24.3,26.8,0,0,0,,0,0,31.1,12.4,310.2,1019,2.3,9.9,174.5,15,6,10,2023-03-26T06:48:32,2023-03-26T19:09:17,0.16,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-27,72.7,48,60.2,72.7,47.1,60.2,26.9,30.6,0,0,0,,0,0,21.9,8.4,317.4,1020.1,2.6,9.9,254.8,22,9,10,2023-03-27T06:47:11,2023-03-27T19:10:02,0.2,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-28,70.2,52.5,60.3,70.2,52.5,60.3,33.5,39.5,0,0,0,,0,0,18.3,7.8,248.6,1017.8,12,9.9,256.5,22.2,9,10,2023-03-28T06:45:49,2023-03-28T19:10:48,0.25,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-29,59.9,49,54.2,59.9,44.5,53.6,44.9,72.4,0.477,100,41.67,rain,0,0,25.3,10.7,184.7,1014,75.3,7.8,161.3,13.9,9,10,2023-03-29T06:44:27,2023-03-29T19:11:34,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-30,59.4,47.1,52.1,59.4,44.4,51.6,43.1,72.3,0.377,100,45.83,rain,0,0,21.9,7.2,75.5,1014.8,64.4,9.2,143.6,12.4,7,10,2023-03-30T06:43:06,2023-03-30T19:12:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,SE428,AT259,72295603167,F1624,72287493134,CQ070"
"Los Angeles, California",2023-03-31,63.7,46.2,55,63.7,46.2,55,43.4,66.5,0.006,100,4.17,rain,0,0,19.7,8.3,269.1,1021.7,4.8,9.8,157.3,13.4,6,10,2023-03-31T06:41:44,2023-03-31T19:13:05,0.33,Rain,Clear conditions throughout the day with early morning rain.,rain,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-01,69.6,48.2,58.7,69.6,48.2,58.7,44.3,62.1,0,0,0,,0,0,23,8,242.9,1019.9,1.3,9.9,179.7,15.6,6,10,2023-04-01T06:40:23,2023-04-01T19:13:50,0.36,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-02,67,52.5,58.6,67,52.5,58.6,47.9,68.5,0,0,0,,0,0,20.8,7.6,232.1,1018,13,9.9,191.8,16.6,6,10,2023-04-02T06:39:02,2023-04-02T19:14:36,0.39,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-03,64.4,53.8,57.7,64.4,53.8,57.7,34,47.4,0.001,100,4.17,rain,0,0,36.2,17.3,304,1014,55.8,9.9,196.8,17.1,7,10,2023-04-03T06:37:42,2023-04-03T19:15:21,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-04,61.7,49.2,56,61.7,49.2,56,25.8,32,0,0,0,,0,0,30.5,14.3,291.9,1019.1,3,9.9,214.2,18.6,6,10,2023-04-04T06:36:22,2023-04-04T19:16:07,0.45,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-05,67.2,48.1,58.3,67.2,48.1,58.3,33.5,41,0,0,0,,0,0,20.8,8.1,271.8,1019.3,3.3,9.9,209.2,18,7,10,2023-04-05T06:35:02,2023-04-05T19:16:52,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-06,72.8,52.5,61.9,72.8,52.5,61.9,30.8,33.6,0,0,0,,0,0,20.8,9.6,261.4,1017.6,3.2,9.8,216,18.6,6,10,2023-04-06T06:33:42,2023-04-06T19:17:38,0.52,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-07,70.8,55.6,61.5,70.8,55.6,61.5,42,50.3,0,0,0,,0,0,21.9,14.4,237.9,1017,3.8,9.9,254.7,22,9,10,2023-04-07T06:32:23,2023-04-07T19:18:23,0.56,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-08,68.9,53.9,59.9,68.9,53.9,59.9,50.3,71.3,0,0,0,,0,0,20.8,10.9,244,1018,13.7,9.9,252.5,21.7,9,10,2023-04-08T06:31:04,2023-04-08T19:19:09,0.59,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-09,69.5,54.8,60.7,69.5,54.8,60.7,52.5,76,0,0,0,,0,0,18.3,7.8,260.6,1018.7,46.1,7.2,265.2,23,9,10,2023-04-09T06:29:46,2023-04-09T19:19:55,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-10,73,54.1,60,73,54.1,60,52.9,79.1,0,0,0,,0,0,6.9,5.9,243.6,1017.3,46.9,5.6,267.3,23.1,9,10,2023-04-10T06:28:28,2023-04-10T19:20:40,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-11,67.4,55,59.2,67.4,55,59.2,52.9,80.4,0,0,0,,0,0,17.2,7.9,249.2,1015.7,70,4.9,219.1,18.9,9,10,2023-04-11T06:27:11,2023-04-11T19:21:26,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-12,61.6,55.9,58.1,61.6,55.9,58.1,52.5,81.8,0.014,100,8.33,rain,0,0,17,5.4,182.9,1011.6,100,7.4,51.2,4.5,2,10,2023-04-12T06:25:54,2023-04-12T19:22:12,0.74,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-13,59.8,54,56.4,59.8,54,56.4,50.6,81.3,0.029,100,20.83,rain,0,0,14.3,6.6,186.3,1009.9,99.9,7.8,105,9,4,10,2023-04-13T06:24:37,2023-04-13T19:22:58,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-14,64.6,53.7,57.9,64.6,53.7,57.9,49,73.5,0.025,100,8.33,rain,0,0,13.9,11.2,240.2,1014,86.8,9.5,94,8.3,3,10,2023-04-14T06:23:22,2023-04-14T19:23:44,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-15,69,51.4,59.4,69,51.4,59.4,48.3,68,0,0,0,,0,0,20.8,9.5,243,1018.7,2.9,9.7,270.7,23.4,9,10,2023-04-15T06:22:07,2023-04-15T19:24:30,0.84,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-16,64.4,52.9,57.8,64.4,52.9,57.8,50.5,77.1,0,0,0,,0,0,16.1,8.6,238.9,1018.6,47.4,9.7,248,21.6,9,10,2023-04-16T06:20:52,2023-04-16T19:25:16,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-17,64.8,55.4,59,64.8,55.4,59,50,72.6,0,0,0,,0,0,19.7,11.7,235.6,1014.8,84.8,8.5,143.1,12.4,6,10,2023-04-17T06:19:38,2023-04-17T19:26:02,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-18,65.6,56.2,59.8,65.6,56.2,59.8,47.9,65.4,0,0,0,,0,0,21.9,14,240.5,1015,60,9.9,226.4,19.6,8,10,2023-04-18T06:18:25,2023-04-18T19:26:48,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-19,69.7,52.7,60.6,69.7,52.7,60.6,42,53.3,0,0,0,,0,0,25.3,14.7,244.6,1016.9,2.2,9.7,284,24.5,9,10,2023-04-19T06:17:13,2023-04-19T19:27:34,0,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-20,80.7,53.3,66.6,78.9,53.3,66.6,39.8,41.1,0,0,0,,0,0,16.1,8.1,258.8,1019.2,2.5,9.9,276.5,23.9,9,10,2023-04-20T06:16:01,2023-04-20T19:28:21,0.02,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-21,86.6,59.9,73.3,83.2,59.9,72.4,38.3,30,0,0,0,,0,0,21.9,7.9,249.3,1017.8,0.4,9.9,281.8,24.2,9,10,2023-04-21T06:14:50,2023-04-21T19:29:07,0.05,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-22,83.1,62.5,71.3,81.5,62.5,71.1,47.8,45.1,0,0,0,,0,0,13.9,11.7,232,1011,2.2,9.9,269.7,23.2,9,10,2023-04-22T06:13:40,2023-04-22T19:29:53,0.08,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-23,73.5,59.5,65,73.5,59.5,65,54.9,70.9,0,0,0,,0,0,13.9,8.7,215.8,1009.5,21.5,9.2,273.4,23.7,9,10,2023-04-23T06:12:31,2023-04-23T19:30:40,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-24,69.9,59.2,63.2,69.9,59.2,63.2,54.2,73,0,0,0,,0,0,13.9,12.5,226.1,1011.8,72.3,9.4,243.7,21.1,9,10,2023-04-24T06:11:23,2023-04-24T19:31:26,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-25,69.1,59.9,63.3,69.1,59.9,63.3,53.6,71.1,0,0,0,,0,0,18.3,8.2,243,1012.5,65.5,9,231.5,20.3,9,10,2023-04-25T06:10:15,2023-04-25T19:32:13,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-26,71.4,57,62.2,71.4,57,62.2,54.3,76.3,0,0,0,,0,0,21.9,8,256,1014.3,52.7,7.3,289.5,25.1,9,10,2023-04-26T06:09:09,2023-04-26T19:33:00,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-27,69.6,56.1,61,69.6,56.1,61,53.9,78.8,0,0,0,,0,0,19.7,11.2,224.7,1013.9,63.3,5.8,289.4,25,9,10,2023-04-27T06:08:03,2023-04-27T19:33:46,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134,CQ070"
"Los Angeles, California",2023-04-28,67.6,55.9,60.4,67.6,55.9,60.4,53.3,78.4,0,0,0,,0,0,18.3,10,237,1014.8,62.5,6.1,286,24.8,9,10,2023-04-28T06:06:58,2023-04-28T19:34:33,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-29,72.1,56.5,61,72.1,56.5,61,53.8,78.2,0,0,0,,0,0,20.8,8.8,246.8,1016,67.2,6.3,282,24.7,9,10,2023-04-29T06:05:55,2023-04-29T19:35:20,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-04-30,66.5,57.9,60.8,66.5,57.9,60.8,54.2,79.2,0,0,0,,0,0,15,5.5,223.1,1013,90.6,6.2,227.4,19.9,9,10,2023-04-30T06:04:52,2023-04-30T19:36:07,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-01,65.4,57,60.1,65.4,57,60.1,51.7,74.9,0.042,100,29.17,rain,0,0,20.8,11.3,219.1,1010.8,88.6,8.7,157.4,13.5,7,10,2023-05-01T06:03:50,2023-05-01T19:36:53,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-02,64.5,53.5,58.4,64.5,53.5,58.4,45.3,62.7,0,0,0,,0,0,23,14.1,245.2,1012.9,46,9.9,254.3,22.1,10,10,2023-05-02T06:02:50,2023-05-02T19:37:40,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-03,64.7,50.5,58.1,64.7,50.5,58.1,44.1,60.4,0,0,0,,0,0,21.9,11.5,243,1012.5,34.8,9.9,182.6,15.8,7,10,2023-05-03T06:01:51,2023-05-03T19:38:27,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-04,64.6,52.9,58.3,64.6,52.9,58.3,48.9,72.3,0.381,100,50,rain,0,0,21.9,8.7,212.8,1013.3,80.9,9.2,119.6,10.6,7,10,2023-05-04T06:00:52,2023-05-04T19:39:14,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-05,66.7,56.9,60.5,66.7,56.9,60.5,47.2,62.6,0.006,100,8.33,rain,0,0,20.8,8.7,250,1017.5,61.2,9.9,160.3,13.9,7,10,2023-05-05T05:59:55,2023-05-05T19:40:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-06,67.4,53.8,60.9,67.4,53.8,60.9,47.1,61.4,0,0,0,,0,0,47.4,13.5,251.9,1018.6,6.6,9.9,289.2,25,10,10,2023-05-06T05:58:59,2023-05-06T19:40:47,0.54,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-07,69.1,55.7,61.7,69.1,55.7,61.7,49.3,64.8,0,0,0,,0,0,19.7,12.6,235.4,1018.3,5.4,9.9,199.1,17.2,7,10,2023-05-07T05:58:04,2023-05-07T19:41:33,0.57,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-08,70.4,57.6,63.5,70.4,57.6,63.5,52.6,68.6,0,0,0,,0,0,20.8,8.2,239.7,1016.7,26.1,9.7,242.5,21.2,7,10,2023-05-08T05:57:11,2023-05-08T19:42:20,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-09,65.8,57.8,60.9,65.8,57.8,60.9,51.9,72.6,0,0,0,,0,0,32,9.4,239.8,1015.4,69.4,9.7,87,7.3,4,10,2023-05-09T05:56:19,2023-05-09T19:43:06,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-10,67.9,56.3,61.7,67.9,56.3,61.7,49.6,65.2,0,0,0,,0,0,20.8,7.2,227,1016.2,54.7,9.9,170.4,14.9,8,10,2023-05-10T05:55:28,2023-05-10T19:43:52,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-11,68.8,57.5,62,68.8,57.5,62,51.4,68.8,0,0,0,,0,0,20.8,7.6,246.1,1015.7,42.9,9.9,189,16.3,8,10,2023-05-11T05:54:38,2023-05-11T19:44:38,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-12,72.1,56.2,62.8,72.1,56.2,62.8,53.4,72.6,0,0,0,,0,0,21.9,7.5,241.7,1014.2,18.4,9.5,242.3,21.1,7,10,2023-05-12T05:53:50,2023-05-12T19:45:23,0.75,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-13,72.5,58.1,64,72.5,58.1,64,55.8,75.6,0,0,0,,0,0,18.3,6.8,235.2,1011.5,52,7.5,214,18.6,7,10,2023-05-13T05:53:03,2023-05-13T19:46:09,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-14,75,60.8,65,75,60.8,65,56.8,75.8,0,0,0,,0,0,21.9,6.2,217.1,1013.4,70.2,8.1,259,22.3,9,10,2023-05-14T05:52:17,2023-05-14T19:46:54,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-15,70.3,62.1,64.9,70.3,62.1,64.9,56.9,75.6,0,0,0,,0,0,16.1,6.4,251,1017.5,86.4,7.2,188.7,16.4,6,10,2023-05-15T05:51:33,2023-05-15T19:47:39,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-16,70.8,60.1,63.4,70.8,60.1,63.4,56.1,77.9,0,0,0,,0,0,20.8,9.8,256,1016,66.1,8.4,262.1,22.6,9,10,2023-05-16T05:50:50,2023-05-16T19:48:24,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-17,69.8,57.9,62.4,69.8,57.9,62.4,55.6,79.3,0,0,0,,0,0,19.7,10.9,240.1,1012.8,73.4,7.4,301.8,26,9,10,2023-05-17T05:50:08,2023-05-17T19:49:08,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-18,72.7,60.4,64.4,72.7,60.4,64.4,55.9,74.4,0,0,0,,0,0,13.9,7.1,202.9,1012.5,71.8,7.8,221.5,19.1,6,10,2023-05-18T05:49:28,2023-05-18T19:49:52,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-19,67.8,61.2,63.7,67.8,61.2,63.7,56.8,78.4,0,0,0,,0,0,13.9,9.9,228.2,1016.6,96.1,7.7,144.4,12.7,6,10,2023-05-19T05:48:49,2023-05-19T19:50:36,0,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-20,72.2,62,65.6,72.2,62,65.6,57.5,75.6,0,0,0,,0,0,17.2,6.4,247.3,1017.8,78.7,7.9,200.1,17.3,7,10,2023-05-20T05:48:12,2023-05-20T19:51:19,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-21,71.4,61,64.9,71.4,61,64.9,57.5,77.5,0,0,0,,0,0,18.3,10.9,243.2,1015.7,68.5,8,176.5,15.4,7,10,2023-05-21T05:47:37,2023-05-21T19:52:02,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-22,68.8,61.8,64,68.8,61.8,64,57.8,80.6,0,0,0,,0,0,15,9.4,237.1,1013.7,97.8,7.7,164.7,14.2,6,10,2023-05-22T05:47:03,2023-05-22T19:52:45,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-23,64.6,60.8,62.7,64.6,60.8,62.7,57,82,0.011,100,12.5,rain,0,0,13.9,6.7,234.4,1013.8,100,8.7,65.4,5.7,2,10,2023-05-23T05:46:30,2023-05-23T19:53:27,0.13,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-24,66.7,59,62.7,66.7,59,62.7,54.2,74.6,0,0,0,,0,0,16.1,5.5,241.9,1013.5,99.3,8.8,130.7,11.3,5,10,2023-05-24T05:45:59,2023-05-24T19:54:08,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-25,65.9,61.3,63.2,65.9,61.3,63.2,50.6,63.5,0.001,100,4.17,rain,0,0,17.2,7.2,189.8,1012.3,99.1,9.9,103.2,8.9,4,10,2023-05-25T05:45:29,2023-05-25T19:54:49,0.2,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134,CQ070"
"Los Angeles, California",2023-05-26,68.1,59.4,63.3,68.1,59.4,63.3,50.8,64.2,0,0,0,,0,0,23,15.3,242.6,1014,90.6,9.9,81.7,7,3,10,2023-05-26T05:45:01,2023-05-26T19:55:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-27,69.1,60.3,63.6,69.1,60.3,63.6,52.8,68.2,0,0,0,,0,0,21.9,8.2,246.5,1014.5,67.5,9.9,213.5,18.4,9,10,2023-05-27T05:44:35,2023-05-27T19:56:09,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-28,67.3,60.6,63.4,67.3,60.6,63.4,54.7,73.3,0,0,0,,0,0,13.9,6.7,245.9,1013.9,92.5,9.9,66.8,5.7,3,10,2023-05-28T05:44:10,2023-05-28T19:56:48,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-29,69.7,62.1,64.7,69.7,62.1,64.7,55.5,72.3,0,0,0,,0,0,17.2,7.3,246.3,1014.8,92.6,9.9,91.6,7.9,5,10,2023-05-29T05:43:47,2023-05-29T19:57:26,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-30,68.5,61.3,64,68.5,61.3,64,52.3,66.1,0,0,0,,0,0,20.8,7.6,249.9,1014.6,94.7,9.9,118.5,9.9,4,10,2023-05-30T05:43:25,2023-05-30T19:58:03,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-05-31,67.7,61,63.3,67.7,61,63.3,52.1,67.1,0,0,0,,0,0,11.4,8.6,246.3,1012.8,99.4,9.9,53.2,4.6,3,10,2023-05-31T05:43:05,2023-05-31T19:58:40,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-06-01,66.7,62,63.7,66.7,62,63.7,53.8,70.3,0,0,0,,0,0,11.4,5.5,249.4,1013.4,100,9.8,50,4.4,2,10,2023-06-01T05:42:46,2023-06-01T19:59:16,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-06-02,71,61.2,65.4,71,61.2,65.4,53.5,66.1,0,0,0,,0,0,23,9.4,250.4,1014.6,60.1,9.9,185.7,16,7,10,2023-06-02T05:42:29,2023-06-02T19:59:51,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-06-03,71.6,59,64.8,71.6,59,64.8,54.6,70.1,0,0,0,,0,0,18.3,8.1,244.1,1013.4,26.1,9.8,218.2,18.9,7,10,2023-06-03T05:42:14,2023-06-03T20:00:26,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
